tick,time_s,requested_w,received_w
329,19740,0,0
330,19800,0,0
331,19860,0,0
332,19920,0,0
333,19980,0,0
334,20040,0,0
335,20100,0,0
336,20160,0,0
337,20220,0,0
338,20280,0,0
339,20340,0,0
340,20400,0,0
341,20460,0,0
342,20520,0,0
343,20580,0,0
344,20640,0,0
345,20700,0,0
346,20760,0,0
347,20820,0,0
348,20880,0,0
349,20940,0,0
350,21000,0,0
351,21060,0,0
352,21120,0,0
353,21180,0,0
354,21240,0,0
355,21300,0,0
356,21360,0,0
357,21420,0,0
358,21480,0,0
359,21540,0,0
360,21600,0,0
361,21660,0,0
362,21720,0,0
363,21780,0,0
364,21840,0,0
365,21900,1200,1200
366,21960,1200,1200
367,22020,1200,1200
368,22080,1200,1200
369,22140,1200,1200
370,22200,1200,1200
371,22260,1200,1200
372,22320,1200,1200
373,22380,1200,1200
374,22440,1200,1200
375,22500,1200,1200
376,22560,1200,1200
377,22620,1200,1200
378,22680,1200,1200
379,22740,1200,1200
380,22800,1200,1200
381,22860,1200,1200
382,22920,1200,1200
383,22980,1200,1200
384,23040,1200,1200
385,23100,1200,1200
386,23160,1200,1200
387,23220,1200,1200
388,23280,1200,1200
389,23340,1200,1200
390,23400,1200,1200
391,23460,1200,1200
392,23520,1200,1200
393,23580,0,0
394,23640,0,0
395,23700,0,0
396,23760,0,0
397,23820,0,0
398,23880,0,0
399,23940,0,0
400,24000,0,0
401,24060,0,0
402,24120,0,0
403,24180,0,0
404,24240,0,0
405,24300,0,0
406,24360,0,0
407,24420,0,0
408,24480,0,0
409,24540,0,0
410,24600,0,0
411,24660,0,0
412,24720,0,0
413,24780,0,0
414,24840,0,0
415,24900,0,0
416,24960,0,0
417,25020,0,0
418,25080,0,0
419,25140,0,0
420,25200,0,0
421,25260,0,0
422,25320,0,0
423,25380,0,0
424,25440,0,0
425,25500,0,0
426,25560,0,0
427,25620,0,0
428,25680,0,0
429,25740,0,0
430,25800,0,0
431,25860,0,0
432,25920,0,0
433,25980,0,0
434,26040,0,0
435,26100,0,0
436,26160,0,0
437,26220,0,0
438,26280,0,0
439,26340,0,0
440,26400,0,0
441,26460,0,0
442,26520,0,0
443,26580,0,0
444,26640,0,0
445,26700,0,0
446,26760,0,0
447,26820,0,0
448,26880,0,0
449,26940,0,0
450,27000,0,0
451,27060,0,0
452,27120,0,0
453,27180,0,0
454,27240,0,0
455,27300,1620,1620
456,27360,1620,1620
457,27420,1620,1620
458,27480,1620,1620
459,27540,1620,1620
460,27600,1620,1620
461,27660,1620,1620
462,27720,1620,1620
463,27780,1620,1620
464,27840,1620,1620
465,27900,1620,1620
466,27960,1620,1620
467,28020,1620,1620
468,28080,1620,1620
469,28140,1620,1620
470,28200,1620,1620
471,28260,1620,1620
472,28320,1620,1620
473,28380,1620,1620
474,28440,1620,1620
475,28500,1620,1620
476,28560,1620,1620
477,28620,1620,1620
478,28680,1620,1620
479,28740,1620,1620
480,28800,1620,1620
481,28860,1620,1620
482,28920,1620,1620
483,28980,1620,1620
484,29040,1620,1620
485,29100,1620,1620
486,29160,1620,1620
487,29220,1620,1620
488,29280,1620,1620
489,29340,1620,1620
490,29400,1620,1620
491,29460,1620,1620
492,29520,1620,1620
493,29580,1620,1620
494,29640,1620,1620
495,29700,1620,1620
496,29760,1620,969.67
497,29820,1620,0
498,29880,1620,0
499,29940,1620,0
500,30000,1620,0
501,30060,0,0
502,30120,0,0
503,30180,0,0
504,30240,0,0
505,30300,0,0
506,30360,0,0
507,30420,0,0
508,30480,0,0
509,30540,0,0
510,30600,0,0
511,30660,0,0
512,30720,0,0
513,30780,0,0
514,30840,0,0
515,30900,0,0
516,30960,0,0
517,31020,0,0
518,31080,0,0
519,31140,0,0
520,31200,0,0
521,31260,0,0
522,31320,0,0
523,31380,0,0
524,31440,0,0
525,31500,0,0
526,31560,0,0
527,31620,0,0
528,31680,0,0
529,31740,0,0
530,31800,0,0
531,31860,0,0
532,31920,0,0
533,31980,0,0
534,32040,0,0
535,32100,0,0
536,32160,0,0
537,32220,0,0
538,32280,0,0
539,32340,0,0
540,32400,0,0
541,32460,0,0
542,32520,0,0
543,32580,0,0
544,32640,0,0
545,32700,0,0
546,32760,0,0
547,32820,0,0
548,32880,0,0
549,32940,0,0
550,33000,0,0
551,33060,0,0
552,33120,0,0
553,33180,0,0
554,33240,0,0
555,33300,0,0
556,33360,0,0
557,33420,0,0
558,33480,0,0
559,33540,0,0
560,33600,0,0
561,33660,0,0
562,33720,0,0
563,33780,0,0
564,33840,0,0
565,33900,0,0
566,33960,0,0
567,34020,0,0
568,34080,0,0
569,34140,0,0
570,34200,0,0
571,34260,0,0
572,34320,0,0
573,34380,0,0
574,34440,0,0
575,34500,0,0
576,34560,0,0
577,34620,0,0
578,34680,0,0
579,34740,0,0
580,34800,0,0
581,34860,0,0
582,34920,0,0
583,34980,0,0
584,35040,0,0
585,35100,0,0
586,35160,0,0
587,35220,0,0
588,35280,0,0
589,35340,0,0
590,35400,0,0
591,35460,0,0
592,35520,0,0
593,35580,0,0
594,35640,0,0
595,35700,0,0
596,35760,0,0
597,35820,0,0
598,35880,0,0
599,35940,0,0
600,36000,0,0
601,36060,0,0
602,36120,0,0
603,36180,0,0
604,36240,0,0
605,36300,0,0
606,36360,0,0
607,36420,0,0
608,36480,0,0
609,36540,0,0
610,36600,0,0
611,36660,0,0
612,36720,0,0
613,36780,0,0
614,36840,0,0
615,36900,0,0
616,36960,0,0
617,37020,0,0
618,37080,0,0
619,37140,0,0
620,37200,0,0
621,37260,0,0
622,37320,0,0
623,37380,0,0
624,37440,0,0
625,37500,0,0
626,37560,0,0
627,37620,0,0
628,37680,0,0
629,37740,0,0
630,37800,0,0
631,37860,0,0
632,37920,0,0
633,37980,0,0
634,38040,0,0
635,38100,0,0
636,38160,0,0
637,38220,0,0
638,38280,0,0
639,38340,0,0
640,38400,0,0
641,38460,0,0
642,38520,0,0
643,38580,0,0
644,38640,0,0
645,38700,0,0
646,38760,0,0
647,38820,0,0
648,38880,0,0
649,38940,0,0
650,39000,0,0
651,39060,0,0
652,39120,0,0
653,39180,0,0
654,39240,0,0
655,39300,0,0
656,39360,0,0
657,39420,0,0
658,39480,0,0
659,39540,0,0
660,39600,0,0
661,39660,0,0
662,39720,0,0
663,39780,0,0
664,39840,0,0
665,39900,0,0
666,39960,0,0
667,40020,0,0
668,40080,0,0
669,40140,0,0
670,40200,0,0
671,40260,0,0
672,40320,0,0
673,40380,0,0
674,40440,0,0
675,40500,0,0
676,40560,0,0
677,40620,0,0
678,40680,0,0
